"Hospital.Name","Provider.ID","Address","City","State","ZIP.Code","Full","lon","lat"
"MERCY FITZGERALD HOSPITAL",390156,"LANSDOWNE & BAILY RDS","DARBY","PA",19023,"LANSDOWNE & BAILY RDS, DARBY, PA, 19023, USA",-75.27185,39.93817
"PIEDMONT MEDICAL CENTER",420002,"222 S HERLONG AVE","ROCK HILL","SC",29730,"222 S HERLONG AVE, ROCK HILL, SC, 29730, USA",-81.050155,34.955099
"ROPER HOSPITAL",420087,"316 CALHOUN ST","CHARLESTON","SC",29401,"316 CALHOUN ST, CHARLESTON, SC, 29401, USA",-79.950237,32.78195
"TRISTAR CENTENNIAL MEDICAL CENTER",440161,"2300 PATTERSON STREET","NASHVILLE","TN",37203,"2300 PATTERSON STREET, NASHVILLE, TN, 37203, USA",-86.809562,36.151882
"UNITED REGIONAL HEALTH CARE SYSTEM",450010,"1600 11TH STREET","WICHITA FALLS","TX",76301,"1600 11TH STREET, WICHITA FALLS, TX, 76301, USA",-98.500328,33.902947
"LAS PALMAS MEDICAL CENTER",450107,"1801 NORTH OREGON STREET","EL PASO","TX",79902,"1801 NORTH OREGON STREET, EL PASO, TX, 79902, USA",-106.49823,31.769887
"SOUTH TEXAS HEALTH SYSTEM",450119,"1102 W TRENTON ROAD","EDINBURG","TX",78539,"1102 W TRENTON ROAD, EDINBURG, TX, 78539, USA",-98.1832,26.263325
"CONROE REGIONAL MEDICAL CENTER",450222,"504 MEDICAL CENTER BLVD","CONROE","TX",77304,"504 MEDICAL CENTER BLVD, CONROE, TX, 77304, USA",-95.465907,30.284786
"THE MEDICAL CENTER OF SOUTHEAST TEXAS",450518,"2555 JIMMY JOHNSON BLVD","PORT ARTHUR","TX",77640,"2555 JIMMY JOHNSON BLVD, PORT ARTHUR, TX, 77640, USA",-93.98211,29.937678
"VALLEY REGIONAL MEDICAL CENTER",450662,"100 A ALTON GLOOR","BROWNSVILLE","TX",78526,"100 A ALTON GLOOR, BROWNSVILLE, TX, 78526, USA",-97.516451,25.978907
"PLAZA MEDICAL CENTER OF FORT WORTH",450672,"900 EIGHTH AVENUE","FORT WORTH","TX",76104,"900 EIGHTH AVENUE, FORT WORTH, TX, 76104, USA",-97.343691,32.734972
"MEMORIAL HERMANN NORTHEAST",450684,"18951 MEMORIAL NORTH","HUMBLE","TX",77338,"18951 MEMORIAL NORTH, HUMBLE, TX, 77338, USA",-95.275367,29.994544
"METHODIST CHARLTON MEDICAL CENTER",450723,"3500 W WHEATLAND ROAD","DALLAS","TX",75237,"3500 W WHEATLAND ROAD, DALLAS, TX, 75237, USA",-96.877415,32.647504
"HOUSTON METHODIST SUGARLAND HOSPITAL",450820,"16655 SOUTHWEST FREEWAY","SUGAR LAND","TX",77479,"16655 SOUTHWEST FREEWAY, SUGAR LAND, TX, 77479, USA",-95.633297,29.590434
"PEACEHEALTH SOUTHWEST MEDICAL CENTER",500050,"400 NE MOTHER JOSEPH PLACE","VANCOUVER","WA",98668,"400 NE MOTHER JOSEPH PLACE, VANCOUVER, WA, 98668, USA",-122.582173,45.624491
"MASSACHUSETTS EYE AND EAR INFIRMARY -",220075,"243 CHARLES STREET","BOSTON","MA",2114,"243 CHARLES STREET, BOSTON, MA, 2114, USA",-71.070692,42.362515
"SWEDISH MEDICAL CENTER",500027,"747 BROADWAY","SEATTLE","WA",98122,"747 BROADWAY, SEATTLE, WA, 98122, USA",-122.319868,47.61154
"KARMANOS CANCER CENTER",230297,"4100 JOHN R","DETROIT","MI",48201,"4100 JOHN R, DETROIT, MI, 48201, USA",-83.057999,42.351444
"VIRGINIA MASON MEDICAL CENTER",500005,"925 SENECA ST","SEATTLE","WA",98101,"925 SENECA ST, SEATTLE, WA, 98101, USA",-122.328444,47.609884
"PRESBYTERIAN ST LUKES MEDICAL CENTER",60014,"1719 E 19TH AVE","DENVER","CO",80218,"1719 E 19TH AVE, DENVER, CO, 80218, USA",-104.967028,39.746001
"MEDICAL CITY DALLAS",450647,"7777 FOREST LANE","DALLAS","TX",75230,"7777 FOREST LANE, DALLAS, TX, 75230, USA",-96.771343,32.909372
"ST DAVID'S SOUTH AUSTIN MEDICAL CENTER",450713,"901 WEST BEN WHITE BLVD","AUSTIN","TX",78704,"901 WEST BEN WHITE BLVD, AUSTIN, TX, 78704, USA",-97.773479,30.227318
"LDS HOSPITAL",460006,"8TH AVENUE AND C STREET","SALT LAKE CITY","UT",84143,"8TH AVENUE AND C STREET, SALT LAKE CITY, UT, 84143, USA",-111.899684,40.786732
"BANNER DESERT MEDICAL CENTER",30065,"1400 SOUTH  DOBSON ROAD","MESA","AZ",85202,"1400 SOUTH  DOBSON ROAD, MESA, AZ, 85202, USA",-111.874732,33.389166
"CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP",50008,"601 DUBOCE AVE","SAN FRANCISCO","CA",94117,"601 DUBOCE AVE, SAN FRANCISCO, CA, 94117, USA",-122.433572,37.769178
"JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS",50180,"1601 YGNACIO VALLEY RD","WALNUT CREEK","CA",94598,"1601 YGNACIO VALLEY RD, WALNUT CREEK, CA, 94598, USA",-122.042161,37.91423
"LOS ROBLES HOSPITAL & MEDICAL CENTER",50549,"215 W JANSS RD","THOUSAND OAKS","CA",91360,"215 W JANSS RD, THOUSAND OAKS, CA, 91360, USA",-118.882288,34.206539
"MISSION HOSPITAL REGIONAL MED CENTER",50567,"27700 MEDICAL CENTER RD","MISSION VIEJO","CA",92691,"27700 MEDICAL CENTER RD, MISSION VIEJO, CA, 92691, USA",-117.664861,33.559744
"NAPLES COMMUNITY HOSPITAL",100018,"350 7TH ST N","NAPLES","FL",34102,"350 7TH ST N, NAPLES, FL, 34102, USA",-81.798971,26.151434
"PALMETTO GENERAL HOSPITAL",100187,"2001 W 68TH ST","HIALEAH","FL",33016,"2001 W 68TH ST, HIALEAH, FL, 33016, USA",-80.32399,25.884069
"SAINT ALPHONSUS REGIONAL MEDICAL CENTER",130007,"1055 NORTH CURTIS ROAD","BOISE","ID",83706,"1055 NORTH CURTIS ROAD, BOISE, ID, 83706, USA",-116.25363,43.61266
"PRESENCE RESURRECTION MEDICAL CENTER",140117,"7435 W TALCOTT AVENUE","CHICAGO","IL",60631,"7435 W TALCOTT AVENUE, CHICAGO, IL, 60631, USA",-87.812547,41.988493
"ALEXIAN BROTHERS MEDICAL CENTER 1",140258,"800 W BIESTERFIELD RD","ELK GROVE VILLAGE","IL",60007,"800 W BIESTERFIELD RD, ELK GROVE VILLAGE, IL, 60007, USA",-88.017454,42.003531
"ADVOCATE GOOD SAMARITAN HOSPITAL",140288,"3815 HIGHLAND AVENUE","DOWNERS GROVE","IL",60515,"3815 HIGHLAND AVENUE, DOWNERS GROVE, IL, 60515, USA",-88.010372,41.820065
"ST CLOUD HOSPITAL",240036,"1406 6TH AVE NORTH","SAINT CLOUD","MN",56303,"1406 6TH AVE NORTH, SAINT CLOUD, MN, 56303, USA",-94.170313,45.57493
"FAIRVIEW SOUTHDALE HOSPITAL",240078,"6401 FRANCE AVENUE SOUTH","EDINA","MN",55435,"6401 FRANCE AVENUE SOUTH, EDINA, MN, 55435, USA",-93.328959,44.886565
"CROUSE HOSPITAL",330203,"736 IRVING AVENUE","SYRACUSE","NY",13210,"736 IRVING AVENUE, SYRACUSE, NY, 13210, USA",-76.137924,43.042044
"FORT SANDERS REGIONAL MEDICAL CENTER",440125,"1901 W CLINCH AVE","KNOXVILLE","TN",37916,"1901 W CLINCH AVE, KNOXVILLE, TN, 37916, USA",-83.93621,35.957171
"VHS HARLINGEN HOSPITAL COMPANY LLC",450033,"2101 PEASE ST","HARLINGEN","TX",78550,"2101 PEASE ST, HARLINGEN, TX, 78550, USA",-97.671642,26.17454
"SETON MEDICAL CENTER AUSTIN",450056,"1201 W 38TH ST","AUSTIN","TX",78705,"1201 W 38TH ST, AUSTIN, TX, 78705, USA",-97.744854,30.305997
"CHRISTUS MOTHER FRANCES HOSPITAL",450102,"800 EAST DAWSON","TYLER","TX",75701,"800 EAST DAWSON, TYLER, TX, 75701, USA",-95.292707,32.342233
"TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS",450462,"8200 WALNUT HILL LANE","DALLAS","TX",75231,"8200 WALNUT HILL LANE, DALLAS, TX, 75231, USA",-96.76384,32.883035
"BON SECOURS DEPAUL MEDICAL CENTER",490011,"150 KINGSLEY LANE","NORFOLK","VA",23505,"150 KINGSLEY LANE, NORFOLK, VA, 23505, USA",-76.281199,36.898225
"PROVIDENCE ST PETER HOSPITAL",500024,"413 LILLY ROAD NE","OLYMPIA","WA",98506,"413 LILLY ROAD NE, OLYMPIA, WA, 98506, USA",-122.844502,47.05274
"ST JOSEPH MEDICAL CENTER",500108,"1717 SOUTH J STREET","TACOMA","WA",98405,"1717 SOUTH J STREET, TACOMA, WA, 98405, USA",-122.448782,47.245817
"TACOMA GENERAL ALLENMORE HOSPITAL",500129,"315 S MLK JR WAY","TACOMA","WA",98405,"315 S MLK JR WAY, TACOMA, WA, 98405, USA",-122.472793,47.247871
"KAISER FOUNDATION HOSPITAL - REDWOOD CITY",50541,"1100 VETERANS BOULEVARD","REDWOOD CITY","CA",94063,"1100 VETERANS BOULEVARD, REDWOOD CITY, CA, 94063, USA",-122.224694,37.48977
"PENNSYLVANIA HOSPITAL",390226,"800 SPRUCE STREET","PHILADELPHIA","PA",19107,"800 SPRUCE STREET, PHILADELPHIA, PA, 19107, USA",-75.154759,39.945729
"ST VINCENT'S BIRMINGHAM",10056,"810 ST VINCENT'S DRIVE","BIRMINGHAM","AL",35205,"810 ST VINCENT'S DRIVE, BIRMINGHAM, AL, 35205, USA",-86.786901,33.507899
"FLAGSTAFF MEDICAL CENTER",30023,"1200 NORTH BEAVER STREET","FLAGSTAFF","AZ",86001,"1200 NORTH BEAVER STREET, FLAGSTAFF, AZ, 86001, USA",-111.644999,35.209094
"BANNER THUNDERBIRD MEDICAL CENTER",30089,"5555 WEST THUNDERBIRD ROAD","GLENDALE","AZ",85306,"5555 WEST THUNDERBIRD ROAD, GLENDALE, AZ, 85306, USA",-112.178322,33.610673
"MERCY GENERAL HOSPITAL",50017,"4001 J ST","SACRAMENTO","CA",95819,"4001 J ST, SACRAMENTO, CA, 95819, USA",-121.452729,38.569362
"ENLOE MEDICAL CENTER",50039,"1531 ESPLANADE","CHICO","CA",95926,"1531 ESPLANADE, CHICO, CA, 95926, USA",-121.848942,39.742346
"ST JOSEPH HOSPITAL",50069,"1100 WEST STEWART DR","ORANGE","CA",92868,"1100 WEST STEWART DR, ORANGE, CA, 92868, USA",-117.865078,33.78238
"ST JOHNS REGIONAL MEDICAL CENTER",50082,"1600 N ROSE AVE","OXNARD","CA",93030,"1600 N ROSE AVE, OXNARD, CA, 93030, USA",-119.158433,34.216363
"ST JOSEPH'S MEDICAL CENTER OF STOCKTON",50084,"1800 N CALIFORNIA ST","STOCKTON","CA",95204,"1800 N CALIFORNIA ST, STOCKTON, CA, 95204, USA",-121.289251,37.970739
"MARIAN REGIONAL MEDICAL CENTER",50107,"1400 E CHURCH ST","SANTA MARIA","CA",93454,"1400 E CHURCH ST, SANTA MARIA, CA, 93454, USA",-120.414694,34.952045
"PALOMAR HEALTH DOWNTOWN CAMPUS",50115,"555 E VALLEY PARKWAY","ESCONDIDO","CA",92025,"555 E VALLEY PARKWAY, ESCONDIDO, CA, 92025, USA",-117.075934,33.12624
"COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA",50145,"23625 W R HOLMAN HIGHWAY","MONTEREY","CA",93940,"23625 W R HOLMAN HIGHWAY, MONTEREY, CA, 93940, USA",-121.915121,36.579036
"PRESBYTERIAN INTERCOMMUNITY HOSPITAL",50169,"12401 WASHINGTON BLVD","WHITTIER","CA",90602,"12401 WASHINGTON BLVD, WHITTIER, CA, 90602, USA",-118.048017,33.967307
"SANTA ROSA MEMORIAL HOSPITAL",50174,"1165 MONTGOMERY DR","SANTA ROSA","CA",95405,"1165 MONTGOMERY DR, SANTA ROSA, CA, 95405, USA",-122.701693,38.442849
"DOMINICAN HOSPITAL",50242,"1555 SOQUEL DRIVE","SANTA CRUZ","CA",95065,"1555 SOQUEL DRIVE, SANTA CRUZ, CA, 95065, USA",-121.982932,36.988652
"EL CAMINO HOSPITAL",50308,"2500 GRANT ROAD","MOUNTAIN VIEW","CA",94040,"2500 GRANT ROAD, MOUNTAIN VIEW, CA, 94040, USA",-122.077814,37.368484
"SALINAS VALLEY MEMORIAL HOSPITAL",50334,"450 EAST ROMIE LANE","SALINAS","CA",93901,"450 EAST ROMIE LANE, SALINAS, CA, 93901, USA",-121.648138,36.660317
"MARIN GENERAL HOSPITAL",50360,"250 BON AIR ROAD, PO BOX 8010","GREENBRAE","CA",94904,"250 BON AIR ROAD, PO BOX 8010, GREENBRAE, CA, 94904, USA",-122.536337,37.947874
"GOOD SAMARITAN HOSPITAL",50380,"2425 SAMARITAN DRIVE","SAN JOSE","CA",95124,"2425 SAMARITAN DRIVE, SAN JOSE, CA, 95124, USA",-121.949807,37.251259
"ADVENTIST HEALTH BAKERSFIELD",50455,"2615 CHESTER AVENUE","BAKERSFIELD","CA",93301,"2615 CHESTER AVENUE, BAKERSFIELD, CA, 93301, USA",-119.018847,35.383028
"EISENHOWER MEDICAL CENTER",50573,"39-000 BOB HOPE DRIVE","RANCHO MIRAGE","CA",92270,"39-000 BOB HOPE DRIVE, RANCHO MIRAGE, CA, 92270, USA",-116.41051,33.81633
"CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL",60113,"7700 S BROADWAY","LITTLETON","CO",80122,"7700 S BROADWAY, LITTLETON, CO, 80122, USA",-104.988312,39.577282
"SACRED HEART HOSPITAL",100025,"5151 N 9TH AVE","PENSACOLA","FL",32504,"5151 N 9TH AVE, PENSACOLA, FL, 32504, USA",-87.211553,30.474374
"MARTIN MEDICAL CENTER",100044,"200 SE HOSPITAL AVE","STUART","FL",34995,"200 SE HOSPITAL AVE, STUART, FL, 34995, USA",-80.243026,27.19907
"FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER",100068,"301 MEMORIAL MEDICAL PARKWAY","DAYTONA BEACH","FL",32117,"301 MEMORIAL MEDICAL PARKWAY, DAYTONA BEACH, FL, 32117, USA",-81.190469,29.478949
"HOLY CROSS HOSPITAL",100073,"4725 N FEDERAL HWY","FORT LAUDERDALE","FL",33308,"4725 N FEDERAL HWY, FORT LAUDERDALE, FL, 33308, USA",-80.117652,26.185539
"CENTRAL FLORIDA REGIONAL HOSPITAL",100161,"1401 W SEMINOLE BLVD","SANFORD","FL",32771,"1401 W SEMINOLE BLVD, SANFORD, FL, 32771, USA",-81.281424,28.816129
"PIEDMONT ATHENS REGIONAL MEDICAL CENTER",110074,"1199 PRINCE AVENUE","ATHENS","GA",30606,"1199 PRINCE AVENUE, ATHENS, GA, 30606, USA",-83.398057,33.962421
"GWINNETT MEDICAL CENTER",110087,"1000 MEDICAL CENTER BOULEVARD","LAWRENCEVILLE","GA",30045,"1000 MEDICAL CENTER BOULEVARD, LAWRENCEVILLE, GA, 30045, USA",-84.02129,33.877121
"STRAUB CLINIC AND HOSPITAL",120022,"888 SO KING STREET","HONOLULU","HI",96813,"888 SO KING STREET, HONOLULU, HI, 96813, USA",-157.85051,21.302201
"ST JOSEPH REGIONAL MEDICAL CENTER",130003,"415 SIXTH STREET","LEWISTON","ID",83501,"415 SIXTH STREET, LEWISTON, ID, 83501, USA",-117.024922,46.416504
"ST LUKE'S REGIONAL MEDICAL CENTER",130006,"190 EAST BANNOCK STREET","BOISE","ID",83712,"190 EAST BANNOCK STREET, BOISE, ID, 83712, USA",-116.192992,43.612516
"ADVOCATE CONDELL MEDICAL CENTER",140202,"801 S MILWAUKEE AVE","LIBERTYVILLE","IL",60048,"801 S MILWAUKEE AVE, LIBERTYVILLE, IL, 60048, USA",-87.95321,42.282388
"EDWARD HOSPITAL",140231,"801 SOUTH WASHINGTON","NAPERVILLE","IL",60540,"801 SOUTH WASHINGTON, NAPERVILLE, IL, 60540, USA",-88.149209,41.763047
"ROCKFORD MEMORIAL HOSPITAL",140239,"2400 NORTH ROCKTON AVENUE","ROCKFORD","IL",61103,"2400 NORTH ROCKTON AVENUE, ROCKFORD, IL, 61103, USA",-89.096763,42.298414
"COMMUNITY HOSPITAL",150125,"901 MACARTHUR BLVD","MUNSTER","IN",46321,"901 MACARTHUR BLVD, MUNSTER, IN, 46321, USA",-87.507006,41.549944
"MERCY MEDICAL CENTER-NORTH IOWA",160064,"1000 FOURTH STREET SW","MASON CITY","IA",50401,"1000 FOURTH STREET SW, MASON CITY, IA, 50401, USA",-93.216077,43.148414
"THE MEDICAL CENTER AT BOWLING GREEN",180013,"250 PARK STREET","BOWLING GREEN","KY",42101,"250 PARK STREET, BOWLING GREEN, KY, 42101, USA",-86.432262,36.99503
"ST ELIZABETH MEDICAL CENTER NORTH",180035,"1 MEDICAL VILLAGE DRIVE","EDGEWOOD","KY",41017,"1 MEDICAL VILLAGE DRIVE, EDGEWOOD, KY, 41017, USA",-84.564724,39.007905
"BAPTIST HEALTH LEXINGTON",180103,"1740 NICHOLASVILLE ROAD","LEXINGTON","KY",40503,"1740 NICHOLASVILLE ROAD, LEXINGTON, KY, 40503, USA",-84.513807,38.019168
"BAPTIST HEALTH PADUCAH",180104,"2501 KENTUCKY AVENUE","PADUCAH","KY",42003,"2501 KENTUCKY AVENUE, PADUCAH, KY, 42003, USA",-88.624789,37.07458
"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",190102,"4801 AMBASSADOR CAFFERY PARKWAY","LAFAYETTE","LA",70508,"4801 AMBASSADOR CAFFERY PARKWAY, LAFAYETTE, LA, 70508, USA",-92.044167,30.153094
"EASTERN MAINE MEDICAL CENTER",200033,"PO BOX 404","BANGOR","ME",4401,"PO BOX 404, BANGOR, ME, 4401, USA",-82.381919,36.839871
"FREDERICK MEMORIAL HOSPITAL",210005,"400 WEST SEVENTH ST","FREDERICK","MD",21701,"400 WEST SEVENTH ST, FREDERICK, MD, 21701, USA",-77.413838,39.423662
"MEDSTAR FRANKLIN SQUARE MEDICAL CENTER",210015,"9000 FRANKLIN SQUARE DRIVE","BALTIMORE","MD",21237,"9000 FRANKLIN SQUARE DRIVE, BALTIMORE, MD, 21237, USA",-76.481974,39.350589
"PENINSULA REGIONAL MEDICAL CENTER",210019,"100 EAST CARROLL AVENUE","SALISBURY","MD",21801,"100 EAST CARROLL AVENUE, SALISBURY, MD, 21801, USA",-75.597748,38.363138
"ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER",210057,"9901 MEDICAL CENTER DRIVE","ROCKVILLE","MD",20850,"9901 MEDICAL CENTER DRIVE, ROCKVILLE, MD, 20850, USA",-77.200763,39.097963
"CAPE COD HOSPITAL",220012,"88 LEWIS BAY ROAD","HYANNIS","MA",2601,"88 LEWIS BAY ROAD, HYANNIS, MA, 2601, USA",-70.274788,41.652938
"SOUTH SHORE HOSPITAL",220100,"55 FOGG ROAD","SOUTH WEYMOUTH","MA",2190,"55 FOGG ROAD, SOUTH WEYMOUTH, MA, 2190, USA",-70.9542,42.174724
"UP HEALTH SYSTEM - MARQUETTE",230054,"420 W MAGNETIC","MARQUETTE","MI",49855,"420 W MAGNETIC, MARQUETTE, MI, 49855, USA",-87.398977,46.553641
"MERCY HEALTH MUSKEGON",230066,"1700 CLINTON STREET","MUSKEGON","MI",49442,"1700 CLINTON STREET, MUSKEGON, MI, 49442, USA",-86.24307,43.220786
"MUNSON MEDICAL CENTER",230097,"1105 SIXTH STREET","TRAVERSE CITY","MI",49684,"1105 SIXTH STREET, TRAVERSE CITY, MI, 49684, USA",-85.641397,44.761563
"MIDMICHIGAN MEDICAL CENTER-MIDLAND",230222,"4000 WELLNESS DRIVE","MIDLAND","MI",48670,"4000 WELLNESS DRIVE, MIDLAND, MI, 48670, USA",-84.256758,43.637471
"BEAUMONT HOSPITAL, TROY",230269,"44201 DEQUINDRE ROAD","TROY","MI",48085,"44201 DEQUINDRE ROAD, TROY, MI, 48085, USA",-83.091025,42.614306
"PARK NICOLLET METHODIST HOSPITAL",240053,"6500 EXCELSIOR BLVD","SAINT LOUIS PARK","MN",55426,"6500 EXCELSIOR BLVD, SAINT LOUIS PARK, MN, 55426, USA",-93.361307,44.927067
"ST JOSEPH'S HOSPITAL",240063,"45 WEST 10TH STREET","SAINT PAUL","MN",55102,"45 WEST 10TH STREET, SAINT PAUL, MN, 55102, USA",-93.098919,44.949668
"MERCY HOSPITAL",240115,"4050 COON RAPIDS BLVD","COON RAPIDS","MN",55433,"4050 COON RAPIDS BLVD, COON RAPIDS, MN, 55433, USA",-93.371282,45.184995
"MEMORIAL HOSPITAL AT GULFPORT",250019,"4500 13TH ST-P O BOX 1810","GULFPORT","MS",39502,"4500 13TH ST-P O BOX 1810, GULFPORT, MS, 39502, USA",-89.068448,30.415795
"SSM HEALTH ST JOSEPH HOSPITAL-ST CHARLES",260005,"300 1ST CAPITOL DR","SAINT CHARLES","MO",63301,"300 1ST CAPITOL DR, SAINT CHARLES, MO, 63301, USA",-90.484519,38.78038
"MOSAIC LIFE CARE AT ST JOSEPH",260006,"5325 FARAON STREET","SAINT JOSEPH","MO",64506,"5325 FARAON STREET, SAINT JOSEPH, MO, 64506, USA",-94.771841,39.770211
"RESEARCH MEDICAL CENTER",260027,"2316 E MEYER BLVD","KANSAS CITY","MO",64132,"2316 E MEYER BLVD, KANSAS CITY, MO, 64132, USA",-94.559445,39.007219
"BOONE HOSPITAL CENTER",260068,"1600 E BROADWAY","COLUMBIA","MO",65201,"1600 E BROADWAY, COLUMBIA, MO, 65201, USA",-92.317009,38.950659
"SOUTHEASTHEALTH",260110,"1701 LACEY ST","CAPE GIRARDEAU","MO",63701,"1701 LACEY ST, CAPE GIRARDEAU, MO, 63701, USA",-89.542771,37.31175
"BENEFIS HOSPITALS INC",270012,"1101 26TH ST S","GREAT FALLS","MT",59405,"1101 26TH ST S, GREAT FALLS, MT, 59405, USA",-111.262542,47.492719
"ST PATRICK HOSPITAL",270014,"500 W BROADWAY","MISSOULA","MT",59806,"500 W BROADWAY, MISSOULA, MT, 59806, USA",-114.667373,47.608975
"ST VINCENT HEALTHCARE",270049,"1233 N 30TH ST","BILLINGS","MT",59101,"1233 N 30TH ST, BILLINGS, MT, 59101, USA",-108.519862,45.792942
"CHI HEALTH GOOD SAMARITAN",280009,"P O BOX 1990, 10 EAST 31ST ST","KEARNEY","NE",68848,"P O BOX 1990, 10 EAST 31ST ST, KEARNEY, NE, 68848, USA",-99.069318,40.686053
"REGIONAL WEST MEDICAL CENTER",280061,"4021 AVE B","SCOTTSBLUFF","NE",69361,"4021 AVE B, SCOTTSBLUFF, NE, 69361, USA",-103.665747,41.887059
"SAINT MARY'S REGIONAL MEDICAL CENTER",290009,"235 W 6TH ST","RENO","NV",89503,"235 W 6TH ST, RENO, NV, 89503, USA",-119.817955,39.531737
"PORTSMOUTH REGIONAL HOSPITAL",300029,"333 BORTHWICK AVE","PORTSMOUTH","NH",3801,"333 BORTHWICK AVE, PORTSMOUTH, NH, 3801, USA",-98.5,39.76
"UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO",310010,"ONE PLAINSBORO ROAD","PLAINSBORO","NJ",8536,"ONE PLAINSBORO ROAD, PLAINSBORO, NJ, 8536, USA",-74.61126,40.3333
"ENGLEWOOD HOSPITAL AND MEDICAL CENTER",310045,"350 ENGLE ST","ENGLEWOOD","NJ",7631,"350 ENGLE ST, ENGLEWOOD, NJ, 7631, USA",-73.966775,40.905315
"CENTRASTATE MEDICAL CENTER",310111,"901 WEST MAIN STREET","FREEHOLD","NJ",7728,"901 WEST MAIN STREET, FREEHOLD, NJ, 7728, USA",-74.308699,40.237688
"CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER",320002,"455 ST MICHAEL'S DRIVE","SANTA FE","NM",87505,"455 ST MICHAEL'S DRIVE, SANTA FE, NM, 87505, USA",-105.957707,35.698677
"HUNTINGTON HOSPITAL",330045,"270 PARK AVENUE","HUNTINGTON","NY",11743,"270 PARK AVENUE, HUNTINGTON, NY, 11743, USA",-73.417475,40.879973
"MERCY MEDICAL CENTER",330259,"1000 NORTH VILLAGE AVENUE","ROCKVILLE CENTRE","NY",11570,"1000 NORTH VILLAGE AVENUE, ROCKVILLE CENTRE, NY, 11570, USA",-73.634518,40.686074
"NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER",340053,"200 HAWTHORNE LANE BOX 33549","CHARLOTTE","NC",28233,"200 HAWTHORNE LANE BOX 33549, CHARLOTTE, NC, 28233, USA",-80.825368,35.489411
"JEWISH HOSPITAL, LLC",360016,"4777 EAST GALBRAITH ROAD","CINCINNATI","OH",45236,"4777 EAST GALBRAITH ROAD, CINCINNATI, OH, 45236, USA",-84.382136,39.207018
"GOOD SAMARITAN HOSPITAL",360134,"375 DIXMYTH AVENUE","CINCINNATI","OH",45220,"375 DIXMYTH AVENUE, CINCINNATI, OH, 45220, USA",-84.523281,39.140186
"BETHESDA NORTH",360179,"10500 MONTGOMERY ROAD","CINCINNATI","OH",45242,"10500 MONTGOMERY ROAD, CINCINNATI, OH, 45242, USA",-84.343781,39.252893
"PROVIDENCE ST VINCENT MEDICAL CENTER",380004,"9205 SW BARNES ROAD","PORTLAND","OR",97225,"9205 SW BARNES ROAD, PORTLAND, OR, 97225, USA",-122.771537,45.509012
"GOOD SAMARITAN REGIONAL MEDICAL CENTER",380014,"3600 NW SAMARITAN DRIVE","CORVALLIS","OR",97330,"3600 NW SAMARITAN DRIVE, CORVALLIS, OR, 97330, USA",-123.249334,44.600448
"ST CHARLES BEND",380047,"2500 NE NEFF ROAD","BEND","OR",97701,"2500 NE NEFF ROAD, BEND, OR, 97701, USA",-121.273875,44.065729
"PROVIDENCE PORTLAND MEDICAL CENTER",380061,"4805 NE GLISAN STREET","PORTLAND","OR",97213,"4805 NE GLISAN STREET, PORTLAND, OR, 97213, USA",-122.614154,45.52659
"LANCASTER GENERAL HOSPITAL",390100,"555 NORTH DUKE STREET","LANCASTER","PA",17604,"555 NORTH DUKE STREET, LANCASTER, PA, 17604, USA",-76.305252,40.047127
"ST FRANCIS-DOWNTOWN",420023,"ONE ST FRANCIS DR","GREENVILLE","SC",29601,"ONE ST FRANCIS DR, GREENVILLE, SC, 29601, USA",-82.42143,34.842655
"BON SECOURS-ST FRANCIS XAVIER HOSPITAL",420065,"2095 HENRY TECKLENBURG DRIVE","CHARLESTON","SC",29414,"2095 HENRY TECKLENBURG DRIVE, CHARLESTON, SC, 29414, USA",-80.044607,32.810421
"LEXINGTON MEDICAL CENTER",420073,"2720 SUNSET BLVD","WEST COLUMBIA","SC",29169,"2720 SUNSET BLVD, WEST COLUMBIA, SC, 29169, USA",-81.115501,34.004598
"AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER",430016,"1325 S CLIFF AVE  POST OFFICE BOX 5045","SIOUX FALLS","SD",57117,"1325 S CLIFF AVE  POST OFFICE BOX 5045, SIOUX FALLS, SD, 57117, USA",-96.754971,43.531243
"REGIONAL HEALTH RAPID CITY HOSPITAL",430077,"353 FAIRMONT BLVD  POST OFFICE BOX 6000","RAPID CITY","SD",57701,"353 FAIRMONT BLVD  POST OFFICE BOX 6000, RAPID CITY, SD, 57701, USA",-103.206866,44.145868
"WELLMONT BRISTOL REGIONAL MEDICAL CENTER",440012,"ONE MEDICAL PARK BLVD","BRISTOL","TN",37620,"ONE MEDICAL PARK BLVD, BRISTOL, TN, 37620, USA",-82.253885,36.589467
